1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
-1.0161,-1.0161,-1.0161,-1.0161,-1.0161,-0.8373,-0.8373,-0.8373,-0.8373,-0.8373,-0.8373,0.0,0.0,0.0,0.0
-0.572,-0.572,-0.572,0.6415,0.6415,0.6415,0.6415,0.6415,0.6415,0.2076,0.2076,0.2076,0.2076,0.0,0.0
9.9338,6.9275,6.9275,6.9275,6.9275,6.9275,6.9275,-1.0884,-1.0884,-1.0884,-1.0884,-1.0884,0.0,0.0,0.0
2.2187,2.2187,2.2187,2.2187,2.3528,2.3528,2.3528,2.3528,2.3528,2.3528,0.0,0.0,0.0,0.0,0.0
0.2656,0.2656,-0.8626,-0.8626,-0.8626,-0.8626,-0.8626,-0.8626,0.0908,0.0908,0.0908,0.0908,0.0908,0.0908,0.0
2.0605,2.0605,2.0605,2.0605,2.0605,2.0605,0.9266,0.9266,0.9266,0.9266,0.9266,0.9266,0.0,0.0,0.0
9.4671,9.4671,9.4671,9.4671,6.4541,6.4541,6.4541,6.4541,6.4541,6.4541,-3.4032,-3.4032,-3.4032,-3.4032,-3.4032
-5.6404,-4.1353,-4.1353,-4.1353,-4.1353,-4.1353,-4.1353,-1.5052,-1.5052,-1.5052,-1.5052,-1.5052,-1.5052,0.0,0.0
4.397,4.397,4.397,4.397,-0.1863,-0.1863,-0.1863,-0.1863,-0.1863,-0.1863,-0.1863,0.0,0.0,0.0,0.0
1.8735,1.8735,1.8735,3.329,3.329,3.329,3.329,3.329,3.329,2.3049,2.3049,2.3049,2.3049,0.0,0.0
-1.7754,-1.7754,-1.7754,-1.7754,-1.7754,-1.7754,-1.7754,-3.336,-3.336,-3.336,-3.336,-3.336,-3.336,0.0,0.0
-7.7341,-7.7341,-7.7341,-0.9623,-0.9623,-0.9623,-0.9623,-0.9623,-0.9623,-1.7046,-1.7046,-1.7046,-1.7046,-1.7046,-1.7046
-1.8466,-1.8668,-1.8668,-1.8668,-1.8668,-1.8668,-1.8668,-1.2207,-1.2207,-1.2207,-1.2207,-1.2207,-1.2207,0.0,0.0
-3.2517,-3.2517,-3.2517,-3.2517,-3.2517,0.9185,0.9185,0.9185,0.9185,0.9185,0.9185,0.0,0.0,0.0,0.0
6.1794,6.1794,6.1794,1.8235,1.8235,1.8235,1.8235,1.8235,1.8235,0.6647,0.6647,0.6647,0.6647,0.6647,0.6647
4.4511,3.6322,3.6322,3.6322,3.6322,3.6322,3.6322,2.3919,2.3919,2.3919,2.3919,2.3919,2.3919,0.0,0.0
0.3689,0.3689,0.3689,0.3689,0.3689,-0.2847,-0.2847,-0.2847,-0.2847,-0.2847,-0.2847,0.0,0.0,0.0,0.0
-0.5679,-0.5679,-1.4448,-1.4448,-1.4448,-1.4448,-1.4448,-1.4448,1.0781,1.0781,1.0781,1.0781,1.0781,1.0781,0.0
-8.4503,-8.4503,-8.4503,-8.4503,-8.4503,-8.4503,-5.9789,-5.9789,-5.9789,-5.9789,-5.9789,-5.9789,0.0,0.0,0.0
-1.6763,-1.6763,-1.6763,-1.6763,-0.8355,-0.8355,-0.8355,-0.8355,-0.8355,-0.8355,0.0,0.0,0.0,0.0,0.0
4.4907,4.4907,3.4021,3.4021,3.4021,3.4021,3.4021,3.4021,2.9069,2.9069,2.9069,2.9069,2.9069,2.9069,0.0
-12.2613,-12.2613,-12.2613,-12.2613,-12.2613,-4.302,-4.302,-4.302,-4.302,-4.302,-4.302,0.0,0.0,0.0,0.0
-4.9646,-4.9646,-4.9646,-2.5474,-2.5474,-2.5474,-2.5474,-2.5474,-2.5474,-3.3888,-3.3888,-3.3888,-3.3888,-3.3888,-3.3888
1.3695,0.598,0.598,0.598,0.598,0.598,0.598,-0.829,-0.829,-0.829,-0.829,-0.829,-0.829,0.0,0.0
-1.5496,-1.5496,-1.5496,-1.5496,-1.5496,-1.6334,-1.6334,-1.6334,-1.6334,-1.6334,-1.6334,0.0,0.0,0.0,0.0
2.5834,2.5834,2.5834,4.6652,4.6652,4.6652,4.6652,4.6652,4.6652,-0.2613,-0.2613,-0.2613,-0.2613,-0.2613,0.0
-3.3588,-1.9035,-1.9035,-1.9035,-1.9035,-1.9035,2.0035,2.0035,2.0035,2.0035,2.0035,2.0035,2.0035,0.0,0.0
1.6162,1.6162,1.6162,1.6162,0.0201,0.0201,0.0201,0.0201,0.0201,0.0201,0.0,0.0,0.0,0.0,0.0
1.1424,1.1424,1.1424,1.4008,1.4008,1.4008,1.4008,1.4008,1.4008,0.5388,0.5388,0.5388,0.5388,0.0,0.0
-0.9825,-0.9825,-0.9825,-0.9825,-0.9825,0.6529,0.6529,0.6529,0.6529,0.6529,0.6529,0.6529,0.0,0.0,0.0
5.3321,5.3321,5.3321,4.4399,4.4399,4.4399,4.4399,4.4399,4.4399,-0.2545,-0.2545,-0.2545,-0.2545,-0.2545,-0.2545
1.8652,1.9689,1.9689,1.9689,1.9689,1.9689,1.9689,-4.4318,-4.4318,-4.4318,-4.4318,-4.4318,-4.4318,0.0,0.0
7.808,7.808,7.808,7.808,7.808,2.9762,2.9762,2.9762,2.9762,2.9762,2.9762,0.0,0.0,0.0,0.0
0.9289,0.9289,0.9289,2.0896,2.0896,2.0896,2.0896,2.0896,2.0896,-0.5727,-0.5727,-0.5727,-0.5727,-0.5727,-0.5727
-12.3183,-11.0499,-11.0499,-11.0499,-11.0499,-11.0499,-8.2151,-8.2151,-8.2151,-8.2151,-8.2151,-8.2151,0.0,0.0,0.0
0.4645,0.4645,0.4645,0.4645,0.496,0.496,0.496,0.496,0.496,0.496,0.0,0.0,0.0,0.0,0.0
5.9104,5.9104,4.3016,4.3016,4.3016,4.3016,4.3016,4.3016,-0.6419,-0.6419,-0.6419,-0.6419,-0.6419,-0.6419,0.0
-2.1075,-2.1075,-2.1075,-2.1075,-2.1075,-2.1075,0.6034,0.6034,0.6034,0.6034,0.6034,0.6034,0.0,0.0,0.0
7.0191,7.0191,7.0191,7.0191,0.6211,0.6211,0.6211,0.6211,0.6211,0.6211,0.0,0.0,0.0,0.0,0.0
-0.6875,-0.6875,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.9215,0.9215,0.9215,0.9215,0.9215,0.9215,0.0
2.8337,2.8337,2.8337,2.8337,2.8337,2.6209,2.6209,2.6209,2.6209,2.6209,2.6209,0.0,0.0,0.0,0.0
-0.7789,-0.7789,-0.7789,-1.4124,-1.4124,-1.4124,-1.4124,-1.4124,-1.4124,-1.0673,-1.0673,-1.0673,-1.0673,-1.0673,-1.0673
-2.6294,-0.1147,-0.1147,-0.1147,-0.1147,-0.1147,-0.1147,1.0653,1.0653,1.0653,1.0653,1.0653,1.0653,0.0,0.0
1.2438,1.2438,1.2438,1.2438,1.2438,-1.9577,-1.9577,-1.9577,-1.9577,-1.9577,-1.9577,0.0,0.0,0.0,0.0
-1.6971,-1.6971,-1.5732,-1.5732,-1.5732,-1.5732,-1.5732,-1.5732,-0.1524,-0.1524,-0.1524,-0.1524,-0.1524,-0.1524,0.0
-0.8732,-0.8732,-0.8732,-0.8732,-0.8732,-0.8732,-1.522,-1.522,-1.522,-1.522,-1.522,-1.522,0.0,0.0,0.0
2.7902,2.7902,2.7902,2.7902,2.1904,2.1904,2.1904,2.1904,2.1904,2.1904,0.0,0.0,0.0,0.0,0.0
5.6066,5.6066,4.7497,4.7497,4.7497,4.7497,4.7497,4.7497,1.7929,1.7929,1.7929,1.7929,1.7929,1.7929,0.0
1.3048,1.3048,1.3048,1.3048,1.3048,1.3048,0.6754,0.6754,0.6754,0.6754,0.0,0.0,0.0,0.0,0.0
0.3426,0.3426,0.3426,0.3426,1.992,1.992,1.992,1.992,1.6546,1.6546,1.6546,1.6546,1.6546,1.6546,0.0
-2.9496,-3.48,-3.48,-3.48,-3.48,-3.48,-3.48,-2.9605,-2.9605,-2.9605,-2.9605,-2.9605,0.0,0.0,0.0
1.4113,1.4113,1.4113,1.4113,0.0787,0.0787,0.0787,0.0787,0.0787,0.0787,0.0787,0.0,0.0,0.0,0.0
-0.2883,-0.2883,-0.5735,-0.5735,-0.5735,-0.5735,-0.5735,-0.5735,-0.6734,-0.6734,-0.6734,-0.6734,-0.6734,-0.6734,0.0
-0.3949,-0.3949,-0.3949,-0.3949,-0.3949,-0.3949,-2.1216,-2.1216,-2.1216,-2.1216,-2.1216,-2.1216,0.0,0.0,0.0
-12.5663,-12.5663,-12.5663,-12.5663,-7.6244,-7.6244,-7.6244,-7.6244,-7.6244,-7.6244,0.0,0.0,0.0,0.0,0.0
-21.7853,-21.7853,-12.289,-12.289,-12.289,-12.289,-12.289,-12.289,-5.9728,-5.9728,-5.9728,-5.9728,-5.9728,-5.9728,0.0
2.8029,2.8029,2.8029,2.8029,2.8029,2.8029,0.2769,0.2769,0.2769,0.2769,0.2769,0.0,0.0,0.0,0.0
3.8933,3.8933,3.8933,1.8753,1.8753,1.8753,1.8753,1.8753,1.8753,-2.3938,-2.3938,-2.3938,-2.3938,-2.3938,-2.3938
1.7772,0.465,0.465,0.465,0.465,0.465,0.465,-0.1761,-0.1761,-0.1761,-0.1761,-0.1761,-0.1761,0.0,0.0
8.082,8.082,8.082,8.082,8.082,5.4898,5.4898,5.4898,5.4898,5.4898,5.4898,0.0,0.0,0.0,0.0
2.6281,2.6281,2.6281,-0.765,-0.765,-0.765,-0.765,-0.765,-0.6407,-0.6407,-0.6407,-0.6407,-0.6407,-0.6407,0.0
-6.4104,-6.4104,-6.4104,-6.4104,-6.4104,-6.4104,-4.4092,-4.4092,-4.4092,-4.4092,-4.4092,-4.4092,0.0,0.0,0.0
-2.6507,-2.6507,-2.6507,-2.6507,-0.9901,-0.9901,-0.9901,-0.9901,-0.9901,-0.9901,0.0,0.0,0.0,0.0,0.0
5.2758,5.2758,3.6803,3.6803,3.6803,3.6803,3.6803,3.6803,2.0758,2.0758,2.0758,2.0758,2.0758,2.0758,0.0
0.8915,0.8915,0.8915,0.8915,0.8915,0.7622,0.7622,0.7622,0.7622,0.7622,0.7622,0.0,0.0,0.0,0.0
15.3647,15.3647,15.3647,9.0948,9.0948,9.0948,9.0948,9.0948,9.0948,-0.453,-0.453,-0.453,-0.453,-0.453,-0.453
-3.855,2.7254,2.7254,2.7254,2.7254,2.7254,2.7254,3.6313,3.6313,3.6313,3.6313,3.6313,3.6313,0.0,0.0
-4.3182,-4.3182,-4.3182,-4.3182,-4.6475,-4.6475,-4.6475,-4.6475,-4.6475,-4.6475,0.0,0.0,0.0,0.0,0.0
-1.3314,-1.3314,-2.36,-2.36,-2.36,-2.36,-2.36,-2.36,-2.36,-0.1144,-0.1144,-0.1144,-0.1144,0.0,0.0
0.1358,0.1358,0.1358,0.1358,0.1358,0.0742,0.0742,0.0742,0.0742,0.0742,0.0742,0.0,0.0,0.0,0.0
-3.6562,-3.6562,-3.6562,-2.0583,-2.0583,-2.0583,-2.0583,-2.0583,-2.0583,-0.7256,-0.7256,-0.7256,-0.7256,-0.7256,-0.7256
-2.3836,-2.3836,-0.6042,-0.6042,-0.6042,-0.6042,-0.6042,0.7481,0.7481,0.7481,0.7481,0.7481,0.7481,0.0,0.0
2.4642,2.4642,2.4642,2.4642,2.4642,1.6459,1.6459,1.6459,1.6459,1.6459,1.6459,1.6459,0.0,0.0,0.0
6.6366,6.6366,6.6366,6.6366,5.7575,5.7575,5.7575,5.7575,5.434,5.434,5.434,5.434,5.434,5.434,0.0
3.9318,3.9318,3.9318,3.9318,3.9318,3.9318,1.9789,1.9789,1.9789,1.9789,1.9789,1.9789,0.0,0.0,0.0
1.1445,1.1445,1.1445,1.1445,-6.6136,-6.6136,-6.6136,-6.6136,-6.6136,-6.6136,0.0,0.0,0.0,0.0,0.0
19.3904,19.3904,-2.2642,-2.2642,-2.2642,-2.2642,-2.2642,-2.2642,1.1692,1.1692,1.1692,1.1692,1.1692,1.1692,1.1692
-1.7683,-1.7683,-1.7683,-1.7683,-1.7683,-1.7683,2.7536,2.7536,2.7536,2.7536,2.7536,2.7536,0.0,0.0,0.0
-0.1255,-0.1255,-0.1255,4.5478,4.5478,4.5478,4.5478,4.5478,4.5478,-0.3355,-0.3355,-0.3355,-0.3355,-0.3355,-0.3355
25.0569,25.4822,25.4822,25.6948,25.6948,25.6948,25.6948,20.6599,20.6599,20.6599,20.6599,20.6599,20.6599,0.0,0.0
7.889,7.889,7.889,7.889,7.889,5.9765,5.9765,5.9765,5.9765,5.9765,5.9765,0.0,0.0,0.0,0.0
-4.3624,-4.3624,-4.3624,-4.3624,-7.2062,-7.2062,-7.2062,-7.2062,-7.2062,-0.2547,-0.2547,-0.2547,-0.2547,-0.2547,-0.2547
-3.8333,-3.8333,0.2125,0.2125,0.2125,0.2125,0.2125,0.2125,-0.225,-0.225,-0.225,-0.225,0.0,0.0,0.0
-0.2084,-0.2084,-0.2084,-0.2084,9.1027,9.1027,9.1027,9.1027,9.1027,9.1027,9.1027,9.1027,0.0,0.0,0.0
-19.2936,-19.2936,-5.2712,-5.2712,-5.2712,-5.2712,-5.2712,-5.2712,-5.2712,0.1825,0.1825,0.1825,0.1825,0.1825,0.0608
6.9007,6.9007,6.9007,6.9007,6.9007,6.9007,6.9007,4.263,4.263,4.263,4.263,4.263,4.263,0.0,0.0
-8.2408,-8.2408,-8.2408,-1.9812,-1.9812,-1.9812,-1.9812,-1.9812,-1.9812,-1.9812,-1.9812,0.0,0.0,0.0,0.0
-4.3793,-4.3793,-4.3793,-1.4703,-1.4703,-1.4703,-1.4703,1.1505,1.1505,1.1505,1.1505,1.1505,1.1505,1.1505,1.1505
-3.2461,-3.2461,-3.2461,-3.2461,-3.2461,-3.2461,1.7059,1.7059,1.7059,1.7059,1.7059,1.7059,0.0,0.0,0.0
-0.785,-0.785,-0.785,-1.4885,-1.4885,-1.4885,-1.4885,-1.4885,-1.4885,0.0,0.0,0.0,0.0,0.0,0.0
-2.8499,-2.8499,-2.4388,-2.4388,-2.4388,-2.4388,-2.4388,-2.4388,0.7661,0.7661,0.7661,0.7661,0.7661,0.0,0.0
2.4327,2.4327,2.4327,2.4327,2.4327,2.4327,1.5805,1.5805,1.5805,1.5805,1.5805,0.0,0.0,0.0,0.0
2.838,2.838,2.838,2.838,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.146,0.146,0.146,0.146,0.146
4.1991,2.8457,2.8457,2.8457,2.8457,2.8457,2.8457,2.8457,3.5275,3.5275,3.5275,3.5275,3.5275,3.5275,0.0
0.1323,0.1323,0.1323,0.1323,0.1323,0.1323,4.0803,4.0803,4.0803,4.0803,4.0803,0.0,0.0,0.0,0.0
-7.0587,-7.0587,-7.0587,-2.2138,-2.2138,-2.2138,-2.2138,-2.2138,-2.2138,-1.4346,-1.4346,-1.4346,-1.4346,-1.4346,-1.4346
-2.2362,-0.9292,-0.9292,-0.9292,-0.9292,-0.9292,-0.8523,-0.8523,-0.8523,-0.8523,-0.8523,-0.8523,-0.8523,0.0,0.0
3.1398,3.1398,3.1398,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.0,0.0,0.0,0.0
-7.3263,-7.3263,-7.3263,1.9684,1.9684,1.9684,1.9684,-0.6861,-0.6861,-0.6861,-0.6861,-0.6861,-0.6861,-0.6861,0.0
-0.8906,-0.8906,-0.8906,-0.8906,-0.8906,-0.8906,-0.7122,-0.7122,-0.7122,-0.7122,-0.7122,-0.7122,0.0,0.0,0.0